Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate	vs2_score	vb_score	dvf_score	gn_score	add_score	rm_score	total_score
NZ_AP027080.1_2474174-4994678:0-2520504_frag_1653628_1673588	19960	No		16	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1656010150909423	0.1585844852330236											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027130.1_0-2357780:0-2357780_frag_2139846_2158267	18421	No		20	0	19	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0190411545336246	0.2980398821663267											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_321387_339936	18549	No		12	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.05031718313694	0.2339867059445577											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_790684_807026	16342	No		16	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0204647406935691	0.2929790769695596											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_967289_984884	17595	No		17	0	13	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.0171899646520614	0.305177883525946											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_1966945_1980355	13410	No		15	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0257147885859012	0.2779666137925825											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_2579857_2595470	15613	No		18	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0188833586871624	0.2986819246166629											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027149.1_0-4540773:0-4540773_frag_4450049_4464334	14285	No		16	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.04051274061203	0.2486781478963668											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027151.1_0-1461016:0-1461016_frag_201169_221028	19859	No		22	0	18	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0141462832689285	0.3186230077800438											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027151.1_0-1461016:0-1461016_frag_767572_780211	12639	No		11	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0243201330304145	0.2815167308709117											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027151.1_1488733-4193111:0-2704378_frag_14553_32786	18233	No		20	0	16	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.028411615639925	0.2712062844625727											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027151.1_1488733-4193111:0-2704378_frag_1302414_1313872	11458	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0459268502891063	0.2401805272301533											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027151.1_1488733-4193111:0-2704378_frag_1786312_1802316	16004	No		22	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0193600878119468	0.297095702092303											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027266.1_0-1230706:0-1230706_frag_381487_400953	19466	No		14	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.013510019518435	0.3215688496109978											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027266.1_1237470-3552491:0-2315021_frag_445667_463235	17568	No		18	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0187707394361495	0.2990973638492333											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027266.1_1237470-3552491:0-2315021_frag_1700698_1715875	15177	No		15	0	7	Low-quality	Genome-fragment	15.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.013	0.0	0.507	0.0	0.0	0.507	NCLDV	0.0	6.7	0.0	3-15175	1-15						0.0140505861490964	0.3191328650200166											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027266.1_1237470-3552491:0-2315021_frag_2130201_2149961	19760	No		20	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0305357724428176	0.2667119873102198											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027270.1_0-1072508:0-1072508_frag_461479_477787	16308	No		11	1	7	Low-quality	Genome-fragment	16.88	AAI-based (high-confidence)	0.0	1.0																						0.0685674175620079	0.2135924163456454											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027270.1_0-1072508:0-1072508_frag_925683_942739	17056	No		21	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0133577138185501	0.3222675428657753											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027270.1_1079009-3142398:0-2063389_frag_677344_691691	14347	No		12	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0124706979840993	0.3271206284462573											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027270.1_1079009-3142398:0-2063389_frag_1929489_1948851	19362	No		21	0	17	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0305761620402336	0.2666364529042979											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027272.1_0-4872183:0-4872183_frag_1082570_1096068	13498	No		16	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0581764429807662	0.2249414608354105											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027272.1_0-4872183:0-4872183_frag_1577457_1597123	19666	No		17	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1563507467508316	0.1622856711231966											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027272.1_0-4872183:0-4872183_frag_2887571_2905031	17460	No		21	1	15	Low-quality	Genome-fragment	19.25	HMM-based (lower-bound)	0.0	1.0																						0.1269539594650268	0.1752209381373215											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027272.1_0-4872183:0-4872183_frag_2905031_2917026	11995	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2141597121953964	0.1420235667346476											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027272.1_0-4872183:0-4872183_frag_3107341_3120046	12705	No		13	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0747733414173126	0.2081917063222297											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027272.1_0-4872183:0-4872183_frag_3290590_3307985	17395	No		16	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1254101544618606	0.1760707002039429											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027292.1_0-3941407:0-3941407_frag_648166_660962	12796	No		14	0	13	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.3426657021045685	0.1094682377823098											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027292.1_0-3941407:0-3941407_frag_1437230_1447474	10244	No		10	0	10	Low-quality	Genome-fragment	24.37	AAI-based (high-confidence)	0.0	1.0	no viral genes detected																					0.7924089431762695	0.0259838356371327											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027292.1_0-3941407:0-3941407_frag_2017527_2037505	19978	No		22	0	20	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.041978009045124	0.2462232797039051											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027292.1_0-3941407:0-3941407_frag_2689163_2706847	17684	No		18	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0526169948279857	0.2310219805121232											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027292.1_0-3941407:0-3941407_frag_2984308_3000094	15786	No		16	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.059604424983263	0.223449656318453											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027292.1_0-3941407:0-3941407_frag_3494289_3512731	18442	No		21	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0841107740998268	0.2003172445048719											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027364.1_0-4386062:0-4386062_frag_725923_736484	10561	No		15	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0846633613109588	0.1998073872648991											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027452.1_0-5503291:0-5503291_frag_341631_355766	14135	No		14	0	9	Low-quality	Genome-fragment	10.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.2177321314811706	0.1409472014502606											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027452.1_0-5503291:0-5503291_frag_943171_962523	19352	No		22	1	13	Low-quality	Genome-fragment	17.32	HMM-based (lower-bound)	0.0	1.0																						0.1106836199760437	0.1834919555857693											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027452.1_0-5503291:0-5503291_frag_1085909_1100964	15055	No		17	2	12	Low-quality	Genome-fragment	13.97	HMM-based (lower-bound)	0.0	1.0																						0.1804366409778595	0.1536558652466198											0			0.0	0.0	0.0	0.0	0.0	0.5	-2.5	-2.0
NZ_AP027452.1_0-5503291:0-5503291_frag_2703495_2720877	17382	No		19	1	16	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0.0	1.0																						0.0566599294543266	0.2265654505627313											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027452.1_0-5503291:0-5503291_frag_3173577_3184815	11238	No		11	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0106505379080772	0.339092831784878											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027452.1_0-5503291:0-5503291_frag_5019076_5037538	18462	No		21	0	17	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3272651433944702	0.1131505400710023											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027452.1_5535358-7336639:0-1801281_frag_60889_73649	12760	No		13	0	10	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.0164199769496917	0.3087468842057557											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027731.1_0-3391135:0-3391135_frag_400941_412218	11277	No		14	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4115709066390991	0.0934360601253871											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027731.1_0-3391135:0-3391135_frag_463701_474018	10317	No		10	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.409877061843872	0.0937570813505551											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027731.1_0-3391135:0-3391135_frag_760446_771016	10570	No		11	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1992293894290924	0.1471032555328952											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027731.1_0-3391135:0-3391135_frag_1316727_1333192	16465	No		24	0	16	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5692153573036194	0.0457171991842284											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027731.1_0-3391135:0-3391135_frag_3051642_3062647	11005	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0964888632297515	0.1917440894327366											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027732.1_0-4230729:0-4230729_frag_1669935_1683902	13967	No		11	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2971085608005523	0.1199108694010121											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027732.1_0-4230729:0-4230729_frag_2682197_2695147	12950	No		16	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7584058046340942	0.0288163758592038											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027732.1_0-4230729:0-4230729_frag_3195986_3208394	12408	No		11	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2289919704198837	0.1378125236045018											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027735.1_0-3684144:0-3684144_frag_977290_995519	18229	No		19	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6099334955215454	0.0412229020318755											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027735.1_0-3684144:0-3684144_frag_1728979_1743565	14586	No		15	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7246108651161194	0.0310635244353803											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027735.1_0-3684144:0-3684144_frag_1960121_1971854	11733	No		15	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0339199304580688	0.2601593775964952											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027735.1_0-3684144:0-3684144_frag_2055859_2071422	15563	No		16	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1464312374591827	0.1663456454414986											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027735.1_0-3684144:0-3684144_frag_2099947_2113016	13069	No		18	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7260550856590271	0.0309313392250169											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP027735.1_0-3684144:0-3684144_frag_2391899_2406540	14641	No		15	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1446403264999389	0.1671387567036785											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027735.1_0-3684144:0-3684144_frag_3619031_3633649	14618	No		18	0	11	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.3131622076034546	0.1161341491049172											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027741.1_0-3106976:0-3106976_frag_213834_227717	13883	No		17	0	14	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1220977157354354	0.1776758063297832											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027741.1_0-3106976:0-3106976_frag_1036702_1052581	15879	No		17	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2075847685337066	0.1445917365359921											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027741.1_0-3106976:0-3106976_frag_1298326_1313369	15043	No		16	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.165128618478775	0.1588866228567112											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027741.1_0-3106976:0-3106976_frag_2931129_2943150	12021	No		16	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1533256769180297	0.1633431528061031											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027744.1_0-3312300:0-3312300_frag_482160_497899	15739	No		19	0	14	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2261915504932403	0.1387189364755646											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP027744.1_0-3312300:0-3312300_frag_1542038_1560706	18668	No		21	1	13	Low-quality	Genome-fragment	26.81	HMM-based (lower-bound)	0.0	1.0																						0.3773089349269867	0.1020658660019638											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027744.1_0-3312300:0-3312300_frag_2061231_2078929	17698	No		21	1	8	Low-quality	Genome-fragment	1.98	HMM-based (lower-bound)	0.0	1.02																						0.0428000576794147	0.2450336128106352											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027744.1_0-3312300:0-3312300_frag_2324129_2343227	19098	No		22	1	10	Low-quality	Genome-fragment	48.82	AAI-based (medium-confidence)	0.0	1.0																						0.1858530193567276	0.1518241559030138											0			0.0	0.0	0.0	0.0	0.0	0.0	-2.5	-2.5
NZ_AP027744.1_0-3312300:0-3312300_frag_2373691_2393540	19849	No		19	0	12	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1307679414749145	0.1734836468011179											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_0-1333993:0-1333993_frag_542527_558383	15856	No		15	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0559170842170715	0.2273585618249112											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_1754097-2199748:0-445651_frag_313038_328555	15517	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0894900560379028	0.1963894553969333											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_2869422-3514717:0-645295_frag_236480_248543	12063	No		11	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0640305578708648	0.2180489462950373											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_4355284-5087354:0-732070_frag_139073_152059	12986	No		12	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0653261914849281	0.2168970466047284											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_4355284-5087354:0-732070_frag_519064_530845	11781	No		12	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1022032797336578	0.1883072739632902											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028317.1_5330904-5537149:0-206245_frag_145012_161727	16715	No		11	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0850797295570373	0.1994674824382506											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_472299_486253	13954	No		14	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.6303249001502991	0.0391079386660623											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_1633282_1648376	15094	No		14	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1201415061950683	0.1787332880126897											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_1806054_1824959	18905	No		18	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3843646645545959	0.1001397386509555											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_1999889_2019599	19710	No		18	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2694193720817566	0.1271432887680338											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_3593586_3610153	16567	No		20	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0310914628207683	0.2656356220258327											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_3791764_3802192	10428	No		13	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2020723670721054	0.146177959060352											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_4161125_4179988	18863	No		20	0	3	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.4952365159988403	0.0667346476319963											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_5065079_5079917	14838	No		16	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1792528629302978	0.1541090716821512											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_5453151_5471131	17980	No		18	0	11	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1357525885105133	0.1713686834353047											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_0-6420737:0-6420737_frag_6042585_6062442	19857	No		22	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0747983306646347	0.2081917063222297											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_6438241-12144028:0-5705787_frag_905814_922256	16442	No		10	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5854475498199463	0.0439421406450638											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_6438241-12144028:0-5705787_frag_2705734_2718995	13261	No		14	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0639073327183723	0.2182188987083616											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_6438241-12144028:0-5705787_frag_2928496_2945067	16571	No		18	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1224988251924514	0.1774492031120175											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028461.1_6438241-12144028:0-5705787_frag_4272414_4291928	19514	No		19	0	13	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4114530086517334	0.093473827328348											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028679.1_0-4479191:0-4479191_frag_552281_564146	11865	No		11	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0204724967479705	0.2929413097665987											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028679.1_0-4479191:0-4479191_frag_1670396_1684579	14183	No		15	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0757863968610763	0.2072664098496865											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028679.1_0-4479191:0-4479191_frag_1707597_1724942	17345	No		19	0	16	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0163409486413002	0.3091434398368456											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028679.1_0-4479191:0-4479191_frag_1905534_1922409	16875	No		17	0	15	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0314505621790885	0.2648047435606919											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028679.1_0-4479191:0-4479191_frag_3135160_3149298	14138	No		14	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0279607698321342	0.2726792053780497											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028803.1_0-1427999:0-1427999_frag_99867_114247	14380	No		15	0	14	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.039257887750864	0.2504720900370119											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028803.1_0-1427999:0-1427999_frag_1069674_1080108	10434	No		12	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.22378671169281	0.1393420953244202											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028867.1_0-4781552:0-4781552_frag_1236322_1252863	16541	No		17	0	12	Low-quality	Genome-fragment	10.88	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.584554135799408	0.0440365586524661											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028867.1_0-4781552:0-4781552_frag_1252863_1269855	16992	No		17	0	11	Low-quality	Genome-fragment	4.94	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected			full	0.147	0.0	0.747	0.0	0.187	0.747	NCLDV	0.0	23.5	11.8	3-16991	1-17						0.5498960018157959	0.0487763426240652											0			0.0	1.0	0.0	0.0	0.0	0.0	-4.0	-3.0
NZ_AP028867.1_0-4781552:0-4781552_frag_1726155_1741224	15069	No		15	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4048381745815277	0.0950978170556688											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028867.1_0-4781552:0-4781552_frag_1756196_1766863	10667	No		10	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2954747080802917	0.1204207266409849											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028867.1_0-4781552:0-4781552_frag_2980388_2991848	11460	No		9	0	7	Low-quality	Genome-fragment	4.18	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected			full	0.213	0.007	0.567	0.315	0.26	0.567	NCLDV	0.0	11.1	0.0	3-11460	1-9						0.3488106727600097	0.1079008988594304											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028934.1_0-907687:0-907687_frag_601652_615881	14229	No		13	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9420284032821656	0.0145592567414457											0			0.0	0.0	0.0	1.0	0.0	0.0	-4.0	-3.0
NZ_AP028934.1_1906666-2615268:0-708602_frag_405615_417184	11569	No		13	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5866686105728149	0.0437721882317395											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028934.1_1906666-2615268:0-708602_frag_478704_493606	14902	No		16	0	8	Not-determined	Genome-fragment			0.0	1.12	no viral genes detected																					0.8016338348388672	0.0250963063675504											0			0.0	0.0	0.0	0.5	0.0	0.0	-4.0	-3.5
NZ_AP028947.1_0-3536915:0-3536915_frag_0_14299	14299	No		11	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3136916756629944	0.1160019638945539											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
NZ_AP028947.1_0-3536915:0-3536915_frag_3357671_3367985	10314	No		16	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0594061017036438	0.2235818415288163											0			0.0	0.0	0.0	0.0	0.0	0.0	-4.0	-4.0
