Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate
NC_070861.1_frag_34459_41195	6736	No		7	4	0	Low-quality	Genome-fragment	8.85	AAI-based (high-confidence)	0.0	1.0				full	0.793	0.48	0.68	0.035	0.493	0.793	dsDNAphage	0.0	71.4	0.0	3-6735	1-7	lytic				1.0	0.9975438117980956	0.0049663871893647	No terminal repeats			7.0	11.0	0.0	8.5133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9769		0			0.0
NC_070861.1_frag_41195_46635	5440	No		11	4	0	Low-quality	Genome-fragment	7.15	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.847	0.14	0.12	0.387	0.973	dsDNAphage	0.0	63.6	0.0	3-5440	1-11	lytic				1.0	0.9997501969337464	0.0022282649746959	No terminal repeats			11.0	11.0	1.0	17.9512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9769		0			0.0
NC_070861.1_frag_46635_56200	9565	No		1	1	0	Low-quality	Genome-fragment	12.57	AAI-based (high-confidence)	0.0	1.0																						0.9999991059303284	0.0003965556310899	No terminal repeats			1.0	11.0	0.0	1.4454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.965		0			0.0
NC_070861.1_frag_56200_63513	7313	No		7	5	0	Low-quality	Genome-fragment	9.6	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.467	0.787	0.245	0.54	1.0	dsDNAphage	1.0	71.4	0.0	3-7313	1-7	lytic				1.0	0.9999732971191406	0.0008875292695822	No terminal repeats			7.0	11.0	1.0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9752		0			0.0
NC_070861.1_frag_63513_69776	6263	No		7	5	0	Low-quality	Genome-fragment	8.24	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.347	0.293	0.065	0.567	1.0	dsDNAphage	2.0	85.7	0.0	1-6262	1-7	lytic				1.0	0.9996626377105712	0.0024359845909811	No terminal repeats			7.0	11.0	2.0	8.3744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9792		0			0.0
NC_070861.1_frag_69776_75410	5634	No		8	4	0	Low-quality	Genome-fragment	7.4	AAI-based (high-confidence)	0.0	1.0				full	0.987	0.967	0.913	0.535	0.713	0.987	dsDNAphage	1.0	50.0	0.0	3-5599	1-8	lytic				1.0	0.9915773272514344	0.0071002341566583	No terminal repeats			8.0	11.0	1.0	13.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9813		0			0.0
NC_073187.1_frag_0_7742	7742	No		16	11	0	Low-quality	Genome-fragment	18.19	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.073	0.66	0.005	0.02	0.967	dsDNAphage	0.0	81.2	6.2	102-7741	1-16	lytic				1.0	0.9985743761062622	0.0041921595286653	No terminal repeats			16.0	11.0	1.0	17.0251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9804		0			0.0
NC_073187.1_frag_7742_13946	6204	No		7	5	0	Low-quality	Genome-fragment	14.43	AAI-based (high-confidence)	0.0	1.0				full	0.9	0.833	0.793	0.2	0.993	0.993	lavidaviridae	0.0	71.4	0.0	3-6202	1-7	lytic				1.0	0.9965944290161132	0.005495128030818	No terminal repeats			7.0	11.0	0.0	8.4456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9817		0			0.0
NC_073187.1_frag_13946_19462	5516	No		6	4	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.88	0.88	0.275	0.8	1.0	dsDNAphage	2.0	66.7	0.0	2-5514	1-6	lytic				1.0	0.967563807964325	0.0112546264823627	No terminal repeats			6.0	11.0	2.0	6.2649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9695		0			0.0
NC_073187.1_frag_19462_27716	8254	No		10	10	0	Low-quality	Genome-fragment	19.27	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.48	0.293	0.045	0.353	1.0	dsDNAphage	2.0	100.0	0.0	2-8221	1-10	lytic				1.0	0.9998847246170044	0.0017561749376841	No terminal repeats			10.0	11.0	3.0	15.1158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9827		0			0.0
NC_073187.1_frag_27716_37599	9883	No		16	15	0	Low-quality	Genome-fragment	22.98	AAI-based (high-confidence)	0.0	1.0				full	0.987	0.947	0.833	0.065	0.36	0.987	dsDNAphage	8.0	100.0	0.0	81-9881	1-16	lytic				1.0	0.9991904497146606	0.0032857466576025	No terminal repeats			16.0	11.0	5.0	22.2215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9817		0			0.0
NC_073187.1_frag_37599_42625	5026	No		10	10	0	Low-quality	Genome-fragment	11.74	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.28	0.273	0.025	0.14	1.0	dsDNAphage	3.0	90.0	0.0	2-4948	1-10	lytic				1.0	0.9995112419128418	0.002908074627993	No terminal repeats			10.0	11.0	0.0	14.5397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9822		0			0.0
NC_073192.1_frag_0_7442	7442	No		6	6	0	Low-quality	Genome-fragment	17.52	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.38	0.627	0.245	0.5	1.0	dsDNAphage	3.0	100.0	0.0	183-7440	1-6	lytic				1.0	0.9920943975448608	0.0069113981418536	No terminal repeats			6.0	11.0	4.0	10.1561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9828		0			0.0
NC_073192.1_frag_7442_13531	6089	No		9	9	0	Low-quality	Genome-fragment	14.2	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.56	0.447	0.065	0.287	1.0	dsDNAphage	2.0	100.0	0.0	2-6089	1-9	lytic				1.0	0.9993207454681396	0.0030780270413173	No terminal repeats			9.0	11.0	3.0	12.6679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9816		0			0.0
NC_073192.1_frag_13531_22159	8628	No		14	13	0	Low-quality	Genome-fragment	20.08	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.907	0.9	0.06	0.373	1.0	dsDNAphage	8.0	100.0	0.0	18-8628	1-14	lytic				1.0	0.9326561689376832	0.0153523680036256	No terminal repeats			14.0	11.0	3.0	19.2498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9814		0			0.0
NC_073192.1_frag_22159_30517	8358	No		22	20	0	Low-quality	Genome-fragment	19.61	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.327	0.093	0.145	0.127	1.0	dsDNAphage	3.0	86.4	0.0	1-8196	1-22	lytic				1.0	0.9933348894119264	0.0066659113226074	No terminal repeats			22.0	11.0	2.0	30.1337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.983		0			0.0
NC_073192.1_frag_30517_39028	8511	No		8	6	0	Low-quality	Genome-fragment	19.87	AAI-based (high-confidence)	0.0	1.0				full	0.693	0.033	0.367	0.0	0.033	0.693	dsDNAphage	0.0	87.5	12.5	651-8509	1-8	lytic				1.0	0.9983052015304564	0.0043998791449505	No terminal repeats			8.0	11.0	0.0	8.3402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9738		0			0.0
NC_073193.1_frag_0_5345	5345	No		6	5	0	Low-quality	Genome-fragment	12.49	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.66	0.84	0.07	0.347	1.0	dsDNAphage	1.0	85.7	0.0	2-5345	1-7	lytic				1.0	0.9893137216567992	0.0075723241936702	No terminal repeats			6.0	11.0	1.0	9.5992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9813		0			0.0
NC_073193.1_frag_5345_12477	7132	No		7	5	0	Low-quality	Genome-fragment	16.61	AAI-based (high-confidence)	0.0	1.0				full	0.787	0.713	0.467	0.165	0.98	0.98	lavidaviridae	0.0	85.7	0.0	1-7131	1-7	lytic				1.0	0.9997997879981996	0.0020205453584107	No terminal repeats			7.0	11.0	0.0	6.7273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.982		0			0.0
NC_073193.1_frag_12477_18335	5858	No		14	12	0	Low-quality	Genome-fragment	13.77	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.18	0.227	0.015	0.02	0.967	dsDNAphage	0.0	85.7	7.1	3-5856	1-14	lytic				1.0	0.996406614780426	0.0055706624367399	No terminal repeats			14.0	11.0	1.0	17.489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9819		0			0.0
NC_073193.1_frag_18335_25516	7181	No		15	13	0	Low-quality	Genome-fragment	16.78	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.287	0.447	0.01	0.193	1.0	dsDNAphage	4.0	86.7	0.0	2-7179	1-15	lytic				1.0	0.9932318925857544	0.0066847949240879	No terminal repeats			15.0	11.0	1.0	20.9532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9826		0			0.0
NC_073193.1_frag_25516_35472	9956	No		17	16	0	Low-quality	Genome-fragment	23.15	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.933	0.813	0.065	0.327	1.0	dsDNAphage	8.0	100.0	0.0	2-9954	1-17	lytic				1.0	0.9902856945991516	0.0073079537729435	No terminal repeats			17.0	11.0	4.0	23.7498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9822		0			0.0
NC_073193.1_frag_35472_40991	5519	No		10	9	0	Low-quality	Genome-fragment	12.92	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.673	0.233	0.13	0.513	1.0	dsDNAphage	2.0	90.0	0.0	2-5519	1-10	lytic				1.0	0.9997433423995972	0.0022471485761764	No terminal repeats			10.0	11.0	2.0	11.8729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9817		0			0.0
NC_073188.1_frag_0_7858	7858	No		23	20	0	Low-quality	Genome-fragment	18.46	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.267	0.113	0.12	0.14	1.0	dsDNAphage	2.0	87.0	0.0	1-7856	1-23	lytic				1.0	0.9993217587471008	0.0030780270413173	No terminal repeats			23.0	11.0	1.0	30.5802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9818		0			0.0
NC_073188.1_frag_7858_13383	5525	No		7	7	0	Low-quality	Genome-fragment	12.92	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.807	0.907	0.085	0.627	1.0	dsDNAphage	4.0	100.0	0.0	2-5523	1-7	lytic				1.0	0.9861700534820556	0.0082899010499282	No terminal repeats			7.0	11.0	2.0	9.1134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.982		0			0.0
NC_073188.1_frag_13383_21671	8288	No		15	14	0	Low-quality	Genome-fragment	19.3	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.94	0.46	0.06	0.353	0.993	dsDNAphage	6.0	100.0	0.0	2-8240	1-15	lytic				1.0	0.988388180732727	0.0078178110129163	No terminal repeats			15.0	11.0	4.0	20.9729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.983		0			0.0
NC_073188.1_frag_21671_29959	8288	No		7	7	0	Low-quality	Genome-fragment	19.41	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.447	0.613	0.235	0.52	1.0	dsDNAphage	3.0	100.0	0.0	3-8287	1-7	lytic				1.0	0.9963421821594238	0.0056650804441423	No terminal repeats			7.0	11.0	4.0	11.8744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9821		0			0.0
NC_073188.1_frag_29959_36038	6079	No		8	6	0	Low-quality	Genome-fragment	14.16	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.813	0.687	0.07	0.333	1.0	dsDNAphage	1.0	75.0	0.0	3-6078	1-8	lytic				1.0	0.9999671578407288	0.001038598081426	No terminal repeats			8.0	11.0	0.0	11.4197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9826		0			0.0
NC_073188.1_frag_36038_41597	5559	No		7	5	0	Low-quality	Genome-fragment	12.97	AAI-based (high-confidence)	0.0	1.0				full	0.84	0.72	0.44	0.055	0.453	0.84	dsDNAphage	0.0	85.7	0.0	3-5557	1-7	lytic				1.0	1.0	0.0	No terminal repeats			7.0	11.0	0.0	8.0447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9814		0			0.0
NC_073194.1_frag_0_5264	5264	No		8	8	0	Low-quality	Genome-fragment	12.32	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.573	0.207	0.09	0.473	0.993	dsDNAphage	2.0	100.0	0.0	3-5263	1-8	lytic				1.0	0.9998335838317872	0.0019638945539693	No terminal repeats			8.0	11.0	2.0	10.1546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9801		0			0.0
NC_073194.1_frag_5264_13150	7886	No		14	13	0	Low-quality	Genome-fragment	18.34	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.893	0.693	0.065	0.36	1.0	dsDNAphage	6.0	100.0	0.0	107-7884	1-14	lytic				1.0	0.9968122839927672	0.0053818264219351	No terminal repeats			14.0	11.0	4.0	20.5669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9827		0			0.0
NC_073194.1_frag_13150_21079	7929	No		9	9	0	Low-quality	Genome-fragment	18.52	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.353	0.773	0.06	0.513	1.0	dsDNAphage	6.0	100.0	0.0	2-7636	1-9	lytic				1.0	0.9727566242218018	0.0102349120024171	No terminal repeats			9.0	11.0	2.0	11.9399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9825		0			0.0
NC_073194.1_frag_21079_26541	5462	No		19	17	0	Low-quality	Genome-fragment	12.85	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.24	0.3	0.135	0.127	1.0	dsDNAphage	0.0	84.2	0.0	3-5187	1-19	lytic				1.0	0.9910653829574584	0.0072135357655412	No terminal repeats			19.0	11.0	1.0	26.0804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.982		0			0.0
NC_073194.1_frag_26541_33751	7210	No		9	6	0	Low-quality	Genome-fragment	16.83	AAI-based (high-confidence)	0.0	1.0				full	0.853	0.107	0.487	0.0	0.06	0.853	dsDNAphage	0.0	77.8	11.1	319-7210	1-9	lytic				1.0	0.9995545744895936	0.0027758894176297	No terminal repeats			9.0	11.0	0.0	8.0447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9723		0			0.0
NC_073194.1_frag_33751_41161	7410	No		8	6	0	Low-quality	Genome-fragment	17.38	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.62	0.667	0.08	0.367	1.0	dsDNAphage	1.0	75.0	0.0	1-7408	1-8	lytic				1.0	0.9965789318084716	0.005495128030818	No terminal repeats			8.0	11.0	1.0	11.4197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9816		0			0.0
NC_073190.1_frag_0_7658	7658	No		22	20	0	Low-quality	Genome-fragment	18.01	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.307	0.26	0.135	0.127	1.0	dsDNAphage	2.0	86.4	0.0	1-7656	1-22	lytic				1.0	0.9926098585128784	0.0068358637359317	No terminal repeats			22.0	11.0	2.0	30.9129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9816		0			0.0
NC_073190.1_frag_7658_14952	7294	No		9	8	0	Low-quality	Genome-fragment	16.96	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.787	0.953	0.08	0.66	1.0	dsDNAphage	6.0	100.0	0.0	77-7268	1-9	lytic				1.0	0.98921799659729	0.0075723241936702	No terminal repeats			9.0	11.0	2.0	10.8755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9825		0			0.0
NC_073190.1_frag_14952_21905	6953	No		12	12	0	Low-quality	Genome-fragment	16.21	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.967	0.493	0.085	0.373	1.0	dsDNAphage	3.0	100.0	0.0	2-6759	1-12	lytic				1.0	0.9871678352355956	0.0080066470277211	No terminal repeats			12.0	11.0	3.0	17.7579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9829		0			0.0
NC_073190.1_frag_21905_27100	5195	No		6	6	0	Low-quality	Genome-fragment	12.15	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.773	0.52	0.26	0.453	1.0	dsDNAphage	2.0	100.0	0.0	1-5195	1-6	lytic				1.0	0.999994695186615	0.0005665080444142	No terminal repeats			6.0	11.0	3.0	10.1561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.982		0			0.0
NC_073190.1_frag_27100_36766	9666	No		9	8	0	Low-quality	Genome-fragment	22.73	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.813	0.667	0.205	0.94	1.0	dsDNAphage	2.0	100.0	0.0	1-9665	1-9	lytic				1.0	0.9570297002792358	0.0127841982022811	No terminal repeats			9.0	11.0	2.0	13.138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9821		0			0.0
NC_073190.1_frag_36766_42349	5583	No		7	4	0	Low-quality	Genome-fragment	13.04	AAI-based (high-confidence)	0.0	1.0				full	0.76	0.067	0.567	0.0	0.007	0.76	dsDNAphage	0.0	71.4	14.3	3-5303	1-7	lytic				1.0	0.9999538064002992	0.0010952488858675	No terminal repeats			7.0	11.0	0.0	6.7273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9807		0			0.0
NC_079180.1_frag_0_7418	7418	No		13	3	0	Low-quality	Genome-fragment	14.04	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.4	0.467	0.15	0.293	0.973	dsDNAphage	0.0	46.2	0.0	331-7416	1-13	lytic				1.0	1.0	0.0	No terminal repeats			13.0	11.0	0.0	16.2777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9827		0			0.0
NC_079180.1_frag_7418_13788	6370	No		11	2	0	Low-quality	Genome-fragment	12.06	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.44	0.633	0.065	0.267	1.0	dsDNAphage	0.0	72.7	0.0	168-5480	1-11	lytic				1.0	0.9824174046516418	0.0089508271017448	No terminal repeats			11.0	11.0	0.0	17.1695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9831		0			0.0
NC_079180.1_frag_13788_22046	8258	No		10	5	0	Low-quality	Genome-fragment	15.54	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.3	0.42	0.115	0.447	1.0	dsDNAphage	1.0	60.0	0.0	1-8257	1-10	lytic				1.0	1.0	0.0	No terminal repeats			10.0	11.0	0.0	11.8316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.983		0			0.0
NC_079180.1_frag_22046_29494	7448	No		9	4	0	Low-quality	Genome-fragment	14.01	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.553	0.487	0.245	0.613	1.0	dsDNAphage	2.0	100.0	0.0	3-7440	1-10	lytic				1.0	1.0	0.0	No terminal repeats			9.0	11.0	2.0	13.5116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9831		0			0.0
NC_079180.1_frag_29494_37837	8343	No		12	9	0	Low-quality	Genome-fragment	15.7	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.453	0.28	0.11	0.56	1.0	dsDNAphage	5.0	100.0	0.0	3-8342	1-11	lytic				1.0	1.0	0.0	No terminal repeats			12.0	11.0	2.0	18.5294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9835		0			0.0
NC_079180.1_frag_37837_43001	5164	No		4	4	0	Low-quality	Genome-fragment	9.72	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.913	0.647	0.335	0.74	1.0	dsDNAphage	2.0	100.0	0.0	3-5162	1-5	lytic				1.0	0.9999997615814208	0.0002643704207266	No terminal repeats			4.0	11.0	2.0	6.3447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9831		0			0.0
NC_079180.1_frag_43001_48045	5044	No		6	6	0	Low-quality	Genome-fragment	9.52	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.96	0.24	0.315	0.867	0.993	dsDNAphage	3.0	100.0	0.0	2-5044	1-6	lytic				1.0	1.0	0.0	No terminal repeats			6.0	11.0	3.0	10.307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae	0.9829		0			0.0
NC_077010.1_frag_0_5130	5130	No		2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0				full	0.873	0.927	0.627	0.41	0.833	0.927	ssDNA	0.0	100.0	0.0	306-5080	1-2						0.902436912059784	0.0175239821738802	No terminal repeats			2.0	11.0	2.0	3.4366	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae	0.9758		0			0.0
NC_078042.1_frag_0_6120	6120	No		1	1	0	Low-quality	Genome-fragment	49.0	AAI-based (high-confidence)	0.0	1.0																						0.9479498863220216	0.0139172142911096	No terminal repeats			1.0	11.0	1.0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Bunyaviricetes;Hareavirales;Phenuiviridae	0.968		0			0.0
NC_076652.1_frag_0_6394	6394	No		8	8	0	Low-quality	Genome-fragment	5.57	AAI-based (high-confidence)	0.0	1.0				full	0.54	0.28	0.987	0.07	0.713	0.987	NCLDV	0.0	75.0	0.0	1-6394	1-8						0.3290027976036072	0.1126784500339904	No terminal repeats			8.0	11.0	2.0	3.4366	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.96		0			0.0
NC_076652.1_frag_6394_12618	6224	No		9	6	0	Low-quality	Genome-fragment	5.42	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.76	0.927	0.27	0.967	0.967	dsDNAphage	0.0	55.6	0.0	216-6223	1-9						0.1287235021591186	0.1743334088677392	No terminal repeats			9.0	11.0	4.0	8.5914	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9803		0			0.0
NC_076652.1_frag_12618_20013	7395	No		8	4	0	Low-quality	Genome-fragment	6.44	AAI-based (high-confidence)	0.0	1.01				full	0.64	0.853	0.933	0.165	1.0	1.0	lavidaviridae	0.0	62.5	0.0	3-7395	1-8						0.3514513075351715	0.1074665760253795	No terminal repeats			8.0	11.0	2.0	3.4366	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9654		0			0.0
NC_076652.1_frag_20013_28788	8775	No		12	8	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0				full	0.54	0.173	0.747	0.065	0.66	0.747	NCLDV	0.0	66.7	0.0	123-8775	1-12						0.2122101634740829	0.1429488632071908	No terminal repeats			12.0	11.0	2.0	3.4366	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9581		0			0.0
NC_076652.1_frag_28788_34379	5591	No		4	3	0	Low-quality	Genome-fragment	4.87	AAI-based (high-confidence)	0.0	1.0				full	0.527	0.14	0.88	0.185	0.847	0.88	NCLDV	0.0	33.3	0.0	1-5589	1-3						0.4317722916603088	0.0885452073419442	No terminal repeats			4.0	11.0	1.0	1.7183	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.7075		0			0.0
NC_076652.1_frag_34379_41102	6723	No		12	8	0	Low-quality	Genome-fragment	5.85	AAI-based (high-confidence)	0.0	1.0				full	0.707	0.033	0.96	0.09	0.88	0.96	NCLDV	0.0	45.5	18.2	2-6722	1-11						0.1932810544967651	0.1489916156809426	No terminal repeats			12.0	11.0	3.0	6.8731	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9494		0			0.0
NC_076652.1_frag_41102_47168	6066	No		7	3	0	Low-quality	Genome-fragment	5.28	AAI-based (high-confidence)	0.0	1.0				full	0.693	0.88	0.967	0.115	0.993	0.993	lavidaviridae	0.0	57.1	0.0	3-6064	1-7						0.0410100035369396	0.2479039202356673	No terminal repeats			7.0	11.0	2.0	3.4366	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9657		0			0.0
NC_076652.1_frag_47168_53007	5839	No		9	8	0	Low-quality	Genome-fragment	5.09	AAI-based (high-confidence)	0.0	1.0				full	0.933	0.733	0.56	0.18	0.913	0.933	dsDNAphage	0.0	88.9	0.0	55-5838	1-9						0.3056812584400177	0.1177770224337185	No terminal repeats			9.0	11.0	3.0	6.8731	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9634		0			0.0
NC_076652.1_frag_53007_62517	9510	No		10	10	0	Low-quality	Genome-fragment	8.28	AAI-based (high-confidence)	0.0	1.0				full	0.64	0.373	0.973	0.095	0.893	0.973	NCLDV	0.0	90.0	0.0	1-9508	1-10						0.3668267726898193	0.1044074325855427	No terminal repeats			10.0	11.0	7.0	13.7049	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9704		0			0.0
NC_076652.1_frag_62517_68130	5613	No		7	6	0	Low-quality	Genome-fragment	4.89	AAI-based (high-confidence)	0.0	1.0				full	0.7	0.993	0.98	0.135	0.987	0.993	ssDNA	0.0	100.0	0.0	2-5327	1-7						0.4075958132743835	0.0944368910038522	No terminal repeats			7.0	11.0	6.0	10.3097	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9809		0			0.0
NC_076652.1_frag_68130_74426	6296	No		8	8	0	Low-quality	Genome-fragment	5.48	AAI-based (high-confidence)	0.0	1.0				full	0.9	0.44	1.0	0.115	0.88	1.0	NCLDV	0.0	87.5	0.0	22-6294	1-8						0.5151275396347046	0.0557821587733212	No terminal repeats			8.0	11.0	2.0	5.1548	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.9719		0			0.0
NC_076652.1_frag_74426_82341	7915	No		6	5	0	Low-quality	Genome-fragment	6.89	AAI-based (high-confidence)	0.0	1.0				full	0.38	0.44	0.927	0.175	0.567	0.927	NCLDV	0.0	66.7	0.0	2-7915	1-6						0.1102977246046066	0.1837374424050155	No terminal repeats			6.0	11.0	0.0	1.7183	Viruses;;;;Naldaviricetes;Lefavirales;Baculoviridae	0.8846		0			0.0
