Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate
NC_073460.1_frag_18019_31242	13223	No		33	3	1	Low-quality	Genome-fragment	33.28	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.013	0.327	0.02	0.007	0.967	dsDNAphage	1.0	15.2	6.1	57-13223	1-33	lysogenic				1.0	0.9270107746124268	0.0158433416421179	No terminal repeats			33.0	11.0	1.0	12.2668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9525		0			0.0
NC_076634.1_frag_0_12283	12283	No		1	1	0	High-quality	High-quality	96.49	AAI-based (medium-confidence)	0.0	1.0																						0.7846397161483765	0.0265881108845078	No terminal repeats			1.0	11.0	0.0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae	0.975		0			0.0
NC_076908.1_frag_0_16881	16881	No		2	0	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0.0	1.01	no viral genes detected			full	0.84	0.633	0.573	1.0	0.693	1.0	RNA	1.0	50.0	0.0	334-16880	1-2						0.9190061092376708	0.0164287332880126	No terminal repeats			2.0	11.0	0.0	0.0	Unclassified	0.7731		0			0.0
NC_076908.1_frag_16881_28232	11351	No		3	2	0	Low-quality	Genome-fragment	38.99	AAI-based (high-confidence)	0.0	1.0				full	0.473	0.327	0.707	1.0	0.927	1.0	RNA	1.0	33.3	0.0	3-11350	1-3						0.9551525712013244	0.0130108014200468	No terminal repeats			3.0	11.0	1.0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae	0.9431		0			0.0
NC_070864.1_frag_0_16053	16053	No		23	14	0	Low-quality	Genome-fragment	22.04	AAI-based (high-confidence)	0.0	1.0				full	0.907	0.28	0.407	0.005	0.24	0.907	dsDNAphage	0.0	56.5	0.0	1-16051	1-23	lytic				1.0	0.9980089664459229	0.0046453659641966	No terminal repeats			23.0	11.0	0.0	18.568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9771		0			0.0
NC_070864.1_frag_16053_27503	11450	No		14	10	0	Low-quality	Genome-fragment	15.71	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.487	0.24	0.04	0.48	1.0	dsDNAphage	1.0	57.1	0.0	2-11449	1-14	lytic				1.0	0.999945104122162	0.0011896668932698	No terminal repeats			14.0	11.0	0.0	14.5693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9779		0			0.0
NC_070864.1_frag_27503_40197	12694	No		14	14	0	Low-quality	Genome-fragment	17.43	AAI-based (high-confidence)	0.0	1.0				full	0.9	0.673	0.573	0.045	0.353	0.9	dsDNAphage	0.0	100.0	0.0	2-12692	1-14	lytic				1.0	0.9999107122421264	0.0015673389228793	No terminal repeats			14.0	11.0	1.0	16.722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9778		0			0.0
NC_070864.1_frag_40197_54826	14629	No		9	9	0	Low-quality	Genome-fragment	20.04	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.56	0.36	0.15	0.247	1.0	dsDNAphage	1.0	100.0	0.0	2-14627	1-9	lytic				1.0	1.0	0.0	No terminal repeats			9.0	11.0	1.0	13.7397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9827		0			0.0
NC_070864.1_frag_54826_69659	14833	No		31	17	0	Low-quality	Genome-fragment	20.37	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.14	0.867	0.015	0.147	1.0	dsDNAphage	2.0	58.1	0.0	2-14831	1-31	lytic				1.0	0.9981284141540528	0.0044942971523528	No terminal repeats			31.0	11.0	2.0	18.4478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9807		0			0.0
NC_070862.1_frag_0_11427	11427	No		27	17	0	Low-quality	Genome-fragment	15.68	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.753	0.593	0.155	0.107	0.973	dsDNAphage	0.0	55.6	0.0	3-11426	1-27	lytic				1.0	0.9994335174560548	0.0029647254324344	No terminal repeats			27.0	11.0	0.0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.981		0			0.0
NC_070862.1_frag_11427_28507	17080	No		23	14	0	Low-quality	Genome-fragment	23.45	AAI-based (high-confidence)	0.0	1.0				full	0.907	0.413	0.76	0.12	0.34	0.907	dsDNAphage	0.0	56.5	0.0	163-17080	1-23	lytic				1.0	0.9847867488861084	0.0085731550721353	No terminal repeats			23.0	11.0	0.0	20.0534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9791		0			0.0
NC_070862.1_frag_28507_40780	12273	No		17	12	0	Low-quality	Genome-fragment	16.85	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.633	0.347	0.045	0.413	0.993	dsDNAphage	1.0	64.7	0.0	1-12271	1-17	lytic				1.0	0.9993549585342408	0.0030402598383563	No terminal repeats			17.0	11.0	0.0	21.4424	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9808		0			0.0
NC_070862.1_frag_40780_56886	16106	No		12	12	0	Low-quality	Genome-fragment	22.07	AAI-based (high-confidence)	0.0	1.0				full	0.947	0.493	0.293	0.035	0.207	0.947	dsDNAphage	0.0	100.0	0.0	2-16105	1-12	lytic				1.0	0.9999688863754272	0.0010197144799456	No terminal repeats			12.0	11.0	1.0	13.2854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9823		0			0.0
NC_070862.1_frag_56886_68431	11545	No		11	11	0	Low-quality	Genome-fragment	15.82	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.36	0.24	0.13	0.347	1.0	dsDNAphage	2.0	100.0	0.0	3-11543	1-11	lytic				1.0	0.9999998211860656	0.0002643704207266	No terminal repeats			11.0	11.0	2.0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9832		0			0.0
NC_070863.1_frag_0_12035	12035	No		15	8	0	Low-quality	Genome-fragment	16.52	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.18	0.567	0.015	0.387	1.0	dsDNAphage	3.0	60.0	0.0	220-11937	1-15	lytic				1.0	0.9997093677520752	0.0022849157791373	No terminal repeats			15.0	11.0	3.0	13.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9824		0			0.0
NC_070863.1_frag_12035_29598	17563	No		11	10	0	Low-quality	Genome-fragment	24.07	AAI-based (high-confidence)	0.0	1.0				full	0.813	0.4	0.3	0.055	0.507	0.813	dsDNAphage	0.0	90.9	0.0	1-17561	1-11	lytic				1.0	1.0	0.0	No terminal repeats			11.0	11.0	0.0	11.7551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9819		0			0.0
NC_070863.1_frag_29598_43155	13557	No		16	14	0	Low-quality	Genome-fragment	18.58	AAI-based (high-confidence)	0.0	1.0				full	0.92	0.253	0.607	0.03	0.413	0.92	dsDNAphage	0.0	87.5	0.0	2-13557	1-16	lytic				1.0	0.9998986721038818	0.0016428733288012	No terminal repeats			16.0	11.0	1.0	23.4527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9823		0			0.0
NC_070863.1_frag_43155_60731	17576	No		25	16	0	Low-quality	Genome-fragment	24.13	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.287	0.7	0.03	0.327	1.0	dsDNAphage	1.0	68.0	0.0	1-17576	1-25	lytic				1.0	0.9995246529579164	0.002908074627993	No terminal repeats			25.0	11.0	0.0	19.8063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.9787		0			0.0
NC_070863.1_frag_60731_71163	10432	No		26	14	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0				full	0.967	0.653	0.36	0.26	0.087	0.967	dsDNAphage	0.0	34.6	0.0	1-10431	1-26	lytic				1.0	0.9997274875640868	0.0022660321776569	No terminal repeats			26.0	11.0	0.0	12.028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	0.981		0			0.0
NC_077023.1_frag_0_10082	10082	No		1	1	0	Medium-quality	Genome-fragment	81.45	AAI-based (high-confidence)	0.0	1.0																						0.9943511486053468	0.0062882392929979	No terminal repeats			1.0	11.0	0.0	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae	0.9707		0			0.0
NC_073081.1_frag_0_18571	18571	No		21	17	0	Low-quality	Genome-fragment	41.53	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.22	0.16	0.015	0.453	1.0	dsDNAphage	7.0	95.2	0.0	17-18569	1-21	lytic				1.0	0.9791486263275146	0.0094229171387567	No terminal repeats			21.0	11.0	8.0	29.3384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9823		0			0.0
NC_073081.1_frag_18571_31477	12906	No		22	14	0	Low-quality	Genome-fragment	28.86	AAI-based (high-confidence)	0.0	1.0				full	0.987	0.32	0.44	0.01	0.32	0.987	dsDNAphage	0.0	95.5	0.0	2-12904	1-22	lytic				1.0	0.8572589159011841	0.020979681244807	No terminal repeats			22.0	11.0	0.0	32.2791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9827		0			0.0
NC_073081.1_frag_31477_44869	13392	No		18	16	0	Low-quality	Genome-fragment	29.95	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.313	0.18	0.035	0.253	0.993	dsDNAphage	9.0	100.0	0.0	1-13357	1-18	lytic				1.0	0.987207293510437	0.0080066470277211	No terminal repeats			18.0	11.0	8.0	29.4136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9834		0			0.0
NC_104950.1_frag_0_10114	10114	No		17	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.153	0.68	0.045	0.42	1.0	dsDNAphage	1.0	35.3	0.0	5-10112	1-17	lytic				1.0	0.9092362523078918	0.0170707757383488	No terminal repeats			17.0	11.0	2.0	8.8655	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	0.9335		0			0.0
NC_104953.1_frag_0_10563	10563	No		16	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0				full	0.98	0.02	0.653	0.0	0.113	0.98	dsDNAphage	1.0	50.0	6.2	3-10318	1-16	lytic				1.0	0.7666208148002625	0.0280421481985044	No terminal repeats			16.0	11.0	1.0	8.4802	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	0.9543		0			0.0
NC_077211.1_frag_0_15879	15879	No		25	1	0	Low-quality	Genome-fragment	49.4	AAI-based (medium-confidence)	0.0	1.0				full	0.78	0.113	0.1	0.09	0.42	0.78	dsDNAphage	0.0	24.0	4.0	1-15878	1-25	lytic				1.0	0.9986385703086852	0.0041166251227434	No terminal repeats			25.0	11.0	0.0	7.1933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9757		0			0.0
NC_077211.1_frag_15879_30739	14860	No		40	5	1	Low-quality	Genome-fragment	7.89	HMM-based (lower-bound)	0.0	1.0				full	0.867	0.193	0.227	0.055	0.207	0.867	dsDNAphage	0.0	15.0	0.0	1-14860	1-40	lytic				1.0	0.9621495604515076	0.0120855049475035	No terminal repeats			40.0	11.0	0.0	6.5918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9595		0			0.0
NC_076927.1_frag_0_10099	10099	No		6	3	0	Medium-quality	Genome-fragment	85.53	AAI-based (high-confidence)	0.0	1.0				full	0.133	0.007	0.48	0.935	0.893	0.935	RNA	1.0	16.7	0.0	95-10098	1-6						0.4985503852367401	0.064374197446937	No terminal repeats			6.0	11.0	1.0	3.4366	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae	0.958		0			0.0
NC_076607.1_frag_0_11087	11087	No		1	1	0	High-quality	High-quality	92.52	AAI-based (high-confidence)	0.0	1.0																						0.5559874176979065	0.0475300249263539	No terminal repeats			1.0	11.0	0.0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae	0.9729		0			0.0
NC_104808.1_frag_0_11811	11811	No		16	15	0	Low-quality	Genome-fragment	23.55	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.293	0.607	0.075	0.293	1.0	dsDNAphage	1.0	94.1	0.0	1-11811	1-17	lytic				1.0	0.9996786117553712	0.0024359845909811	No terminal repeats			16.0	11.0	2.0	24.1833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9802		0			0.0
NC_104808.1_frag_11811_22912	11101	No		13	13	0	Low-quality	Genome-fragment	21.96	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.68	0.467	0.065	0.633	1.0	dsDNAphage	2.0	66.7	0.0	1-11100	1-15	lytic				1.0	0.9283934831619264	0.0157111564317546	No terminal repeats			13.0	11.0	2.0	18.2274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9809		0			0.0
NC_104808.1_frag_22912_33851	10939	No		16	16	0	Low-quality	Genome-fragment	21.73	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.967	0.68	0.145	0.247	1.0	dsDNAphage	10.0	100.0	0.0	1-10938	1-16	lytic				1.0	0.9996938109397888	0.0023604501850592	No terminal repeats			16.0	11.0	10.0	25.324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9834		0			0.0
NC_104808.1_frag_33851_44772	10921	No		22	15	0	Low-quality	Genome-fragment	21.68	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.273	0.4	0.175	0.18	1.0	dsDNAphage	4.0	65.2	0.0	3-10920	1-23	lytic				1.0	0.9999877214431764	0.0007364604577384	No terminal repeats			22.0	11.0	5.0	27.3274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9817		0			0.0
NC_105101.1_frag_0_11921	11921	No		16	15	0	Low-quality	Genome-fragment	23.68	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.747	0.9	0.12	0.24	1.0	dsDNAphage	9.0	100.0	0.0	1-11921	1-16	lytic				1.0	0.999985933303833	0.0007931112621799	No terminal repeats			16.0	11.0	11.0	26.2013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9832		0			0.0
NC_105101.1_frag_11921_26917	14996	No		19	19	0	Low-quality	Genome-fragment	29.68	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.153	0.4	0.035	0.427	0.993	dsDNAphage	7.0	78.9	0.0	1-14994	1-19	lytic				1.0	0.9657261371612548	0.0115189969030893	No terminal repeats			19.0	11.0	7.0	27.3466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9826		0			0.0
NC_105101.1_frag_26917_46753	19836	No		35	28	0	Low-quality	Genome-fragment	39.43	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.373	0.407	0.045	0.16	1.0	dsDNAphage	1.0	83.3	0.0	2-19800	1-36	lytic				1.0	0.999646544456482	0.0024548681924616	No terminal repeats			35.0	11.0	2.0	47.6771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9806		0			0.0
NC_105100.1_frag_0_15388	15388	No		19	18	0	Low-quality	Genome-fragment	30.55	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.773	0.553	0.145	0.253	1.0	dsDNAphage	12.0	100.0	0.0	1-15383	1-19	lytic				1.0	0.999955713748932	0.0010952488858675	No terminal repeats			19.0	11.0	13.0	30.3742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9834		0			0.0
NC_105100.1_frag_15388_28045	12657	No		16	16	0	Low-quality	Genome-fragment	25.04	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.473	0.593	0.055	0.593	1.0	dsDNAphage	4.0	68.8	0.0	3-12657	1-16	lytic				1.0	0.9996869564056396	0.0023793337865397	No terminal repeats			16.0	11.0	2.0	23.2923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.981		0			0.0
NC_105100.1_frag_28045_42606	14561	No		25	23	0	Low-quality	Genome-fragment	29.03	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.233	0.573	0.02	0.16	1.0	dsDNAphage	1.0	88.5	0.0	1-14560	1-26	lytic				1.0	0.9910317659378052	0.0072324193670216	No terminal repeats			25.0	11.0	2.0	37.9013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9809		0			0.0
NC_105513.1_frag_0_14273	14273	No		32	24	0	Low-quality	Genome-fragment	28.3	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.673	0.287	0.04	0.18	1.0	dsDNAphage	2.0	76.5	0.0	72-14271	1-34	lytic				1.0	0.9977297782897948	0.0048153183775209	No terminal repeats			32.0	11.0	4.0	41.1181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9807		0			0.0
NC_105513.1_frag_14273_31592	17319	No		20	19	0	Low-quality	Genome-fragment	34.4	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.813	0.393	0.15	0.253	1.0	dsDNAphage	13.0	100.0	0.0	2-17318	1-20	lytic				1.0	0.9999818205833436	0.0008308784651408	No terminal repeats			20.0	11.0	12.0	29.6702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9834		0			0.0
NC_105513.1_frag_31592_45410	13818	No		18	18	0	Low-quality	Genome-fragment	27.33	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.453	0.72	0.07	0.52	1.0	dsDNAphage	1.0	83.3	0.0	88-13818	1-18	lytic				1.0	0.9621731042861938	0.0120666213460231	No terminal repeats			18.0	11.0	2.0	24.1429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae	0.9799		0			0.0
NC_073324.1_frag_0_13567	13567	No		30	22	0	Low-quality	Genome-fragment	31.53	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.247	0.747	0.025	0.14	0.993	dsDNAphage	9.0	80.0	0.0	2-13567	1-30	lytic				1.0	0.9918349981307985	0.0070058161492559	No terminal repeats			30.0	11.0	3.0	37.5726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9816		0			0.0
NC_073324.1_frag_13567_25115	11548	No		16	16	0	Low-quality	Genome-fragment	26.85	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.287	0.353	0.01	0.393	1.0	dsDNAphage	4.0	100.0	0.0	1-11546	1-16	lytic				1.0	0.999536633491516	0.0028136566205906	No terminal repeats			16.0	11.0	7.0	25.2071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9831		0			0.0
NC_073324.1_frag_25115_37068	11953	No		15	14	0	Low-quality	Genome-fragment	27.77	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.36	0.24	0.04	0.333	1.0	dsDNAphage	2.0	93.3	0.0	2-11953	1-15	lytic				1.0	0.9986593127250672	0.0040788579197824	No terminal repeats			15.0	11.0	1.0	23.7743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9834		0			0.0
NC_073467.1_frag_0_15955	15955	No		20	8	0	Medium-quality	Genome-fragment	81.6	AAI-based (medium-confidence)	0.0	1.0				full	1.0	0.053	0.353	0.015	0.227	1.0	dsDNAphage	4.0	45.0	0.0	287-15954	1-20	lytic				1.0	0.9931424260139464	0.0067225621270488	No terminal repeats			20.0	11.0	3.0	11.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9747		0			0.0
NC_112270.1_frag_0_15787	15787	No		17	14	0	Low-quality	Genome-fragment	37.83	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.56	0.327	0.12	0.38	1.0	dsDNAphage	11.0	94.1	0.0	1-15786	1-17	lytic				1.0	0.9998978972434998	0.0016428733288012	No terminal repeats			17.0	11.0	8.0	24.2304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9824		0			0.0
NC_112270.1_frag_15787_35083	19296	No		29	14	0	Low-quality	Genome-fragment	46.24	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.027	0.253	0.0	0.033	1.0	dsDNAphage	2.0	65.5	3.4	3-19296	1-29	lytic				1.0	0.9864331483840942	0.0082332502454868	No terminal repeats			29.0	11.0	1.0	20.6173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9808		0			0.0
NC_062764.1_frag_0_19352	19352	No		27	4	0	Low-quality	Genome-fragment	21.01	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.527	0.927	0.27	0.947	0.973	dsDNAphage	0.0	70.4	0.0	2-19351	1-27	lytic				1.0	0.9974613189697266	0.0050230379938061	No terminal repeats			27.0	11.0	1.0	24.9345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9814		0			0.0
NC_062764.1_frag_19352_29531	10179	No		11	2	0	Low-quality	Genome-fragment	10.93	AAI-based (high-confidence)	0.0	1.0				full	0.94	0.58	0.92	0.11	0.967	0.967	lavidaviridae	0.0	72.7	0.0	3-10178	1-11						0.996383786201477	0.0055706624367399	No terminal repeats			11.0	11.0	0.0	11.7274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9823		0			0.0
NC_062764.1_frag_29531_43893	14362	No		3	0	0	Low-quality	Genome-fragment	15.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.647	0.433	0.653	0.375	0.753	0.753	lavidaviridae	0.0	66.7	0.0	3-14362	1-3						0.9999716877937316	0.0009630636755041	No terminal repeats			3.0	11.0	0.0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9764		0			0.0
NC_062764.1_frag_43893_57881	13988	No		11	0	0	Low-quality	Genome-fragment	15.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected			full	0.96	0.893	0.907	0.22	0.987	0.987	lavidaviridae	0.0	100.0	0.0	1-13987	1-11						0.9999911785125732	0.0006231588488556	No terminal repeats			11.0	11.0	0.0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9831		0			0.0
NC_062764.1_frag_57881_75287	17406	No		18	1	0	Low-quality	Genome-fragment	18.89	AAI-based (high-confidence)	0.0	1.0				full	0.993	0.733	0.92	0.175	1.0	1.0	lavidaviridae	0.0	76.5	0.0	3-17406	1-17	lytic				1.0	0.9980541467666626	0.0045509479567943	No terminal repeats			18.0	11.0	2.0	25.0536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9767		0			0.0
NC_062764.1_frag_75287_85615	10328	No		17	1	0	Low-quality	Genome-fragment	11.22	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.607	0.727	0.195	0.947	1.0	dsDNAphage	1.0	58.8	0.0	1-10150	1-17	lytic				1.0	0.9998448491096495	0.0019072437495279	No terminal repeats			17.0	11.0	2.0	13.2513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	0.9813		0			0.0
NC_092455.1_frag_0_12049	12049	No		20	18	0	Low-quality	Genome-fragment	29.99	AAI-based (high-confidence)	0.0	1.0				full	0.973	0.3	0.207	0.06	0.167	0.973	dsDNAphage	0.0	80.0	0.0	2-12048	1-20	lytic				1.0	1.0	0.0	No terminal repeats			20.0	11.0	4.0	30.9291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae	0.9833		0			0.0
NC_092455.1_frag_12049_30417	18368	No		25	24	0	Low-quality	Genome-fragment	45.84	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.393	0.24	0.13	0.273	1.0	dsDNAphage	9.0	92.0	0.0	3-18366	1-25	lytic				1.0	1.0	0.0	No terminal repeats			25.0	11.0	13.0	37.2823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae	0.9834		0			0.0
NC_092455.1_frag_30417_41299	10882	No		8	8	0	Low-quality	Genome-fragment	26.78	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.56	0.64	0.225	0.44	1.0	dsDNAphage	3.0	100.0	0.0	2-10860	1-8	lytic				1.0	1.0	0.0	No terminal repeats			8.0	11.0	5.0	10.2535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae	0.9823		0			0.0
NC_111398.1_frag_0_13807	13807	No		22	14	0	Low-quality	Genome-fragment	12.21	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.313	0.227	0.06	0.207	1.0	dsDNAphage	0.0	90.9	0.0	1-13806	1-22	lytic				1.0	0.9836972951889038	0.0087431074854596	No terminal repeats			22.0	11.0	0.0	24.0559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae	0.9812		0			0.0
NC_111398.1_frag_13807_30590	16783	No		17	11	0	Low-quality	Genome-fragment	14.83	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.433	0.22	0.15	0.693	1.0	dsDNAphage	3.0	100.0	0.0	3-16781	1-17	lytic				1.0	0.9745551347732544	0.0099894251831709	No terminal repeats			17.0	11.0	1.0	21.5467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae	0.9825		0			0.0
NC_111398.1_frag_30590_43928	13338	No		10	9	0	Low-quality	Genome-fragment	11.81	AAI-based (high-confidence)	0.0	1.0				full	1.0	0.84	0.653	0.195	0.907	1.0	dsDNAphage	8.0	100.0	0.0	2-13337	1-10	lytic				1.0	0.9992440938949584	0.0032102122516806	No terminal repeats			10.0	11.0	2.0	15.4617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae	0.9834		0			0.0
