Contig	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings	ckv_partial	ckv_nucl_range	vs2_region	vs2_dsDNAphage	vs2_ssDNA	vs2_NCLDV	vs2_RNA	vs2_lavidaviridae	vs2_max_score	vs2_max_score_group	vs2_hallmark	vs2_viral	vs2_cellular	vs2_nucl_range	vs2_orf_range	vb_lifestyle	vb_partial	vb_nucl_range	vb_prot_range	vb_isPhage	dvf_v_score	dvf_pvalue	gn_topology	gn_coordinates	gn_partial	gn_genes	gn_genetic_code	gn_hallmarks	gn_marker_enrichment	gn_taxonomy	gn_v_score	gn_fdr	is_provirus	provirus_range	provirus_source	host_rate
NZ_CP092099.1_0-3580797:0-3580797_frag_629291_636082	6791	No		3	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2646729946136474	0.1283896064657451											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_989718_997318	7600	No		6	0	6	Low-quality	Genome-fragment	2.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.2591936886310577	0.1299002945841831											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_2393568_2399123	5555	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0506257489323616	0.2335901503134677											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_2479886_2486690	6804	No		7	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5421757698059082	0.0500981947276984											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_2629965_2638865	8900	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1592942923307418	0.1610204698240048											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_2654728_2660983	6255	No		7	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3826123774051666	0.1007251302968502											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_2726709_2735818	9109	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.5736244916915894	0.0451884583427751											0			0.0
NZ_CP092099.1_0-3580797:0-3580797_frag_3172960_3178408	5448	No		3	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.813	0.1	0.92	0.2	0.867	0.92	NCLDV	0.0	33.3	0.0	1-5345	1-3						0.6572713851928711	0.0365586524661983											0			0.0
NZ_CP092104.1_0-782541:0-782541_frag_14712_23037	8325	No		8	0	5	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected			full	0.807	0.007	0.573	0.285	0.44	0.807	dsDNAphage	1.0	25.0	0.0	538-8324	1-8						0.031285673379898	0.2651068811843795											0			0.0
NZ_CP092104.1_0-782541:0-782541_frag_69565_75534	5969	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0009680715156719	0.5111602084749604											0			0.0
NZ_CP092104.1_0-782541:0-782541_frag_352159_357685	5526	No		6	0	4	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.0290169715881347	0.2699599667648614											0			0.0
NZ_CP092104.1_0-782541:0-782541_frag_395001_401015	6014	No		3	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1033981442451477	0.1878351839262784											0			0.0
NZ_CP092104.1_2647111-3462334:0-815223_frag_164804_173421	8617	No		10	0	9	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0506980046629905	0.2335146159075458											0			0.0
NZ_CP092104.1_2647111-3462334:0-815223_frag_664533_674149	9616	No		12	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0107870539650321	0.3381675353123348											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_5691_12824	7133	No		7	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.087	0.0	0.527	0.0	0.067	0.527	NCLDV	0.0	11.1	0.0	2-7133	1-9						0.0220983549952507	0.2880315733816753											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_183785_189787	6002	No		8	0	6	Not-determined	Genome-fragment			0.0	1.03	no viral genes detected																					0.0127690536901354	0.3252511518996903											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_671096_679059	7963	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0042166812345385	0.4052609713724601											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_788850_797580	8730	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0391503684222698	0.2506231588488556											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_911557_919241	7684	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0058494852855801	0.3813543318981796											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_1308396_1315405	7009	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0066109029576182	0.3726301080142005											0			0.0
NZ_CP092104.1_813040-2558583:0-1745543_frag_1617175_1623836	6661	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0073865232989192	0.3651522018279326											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_542828_552286	9458	No		12	1	1	Low-quality	Genome-fragment	7.06	HMM-based (lower-bound)	0.0	1.0				full	0.68	0.0	0.113	0.005	0.147	0.68	dsDNAphage	1.0	16.7	0.0	3-9457	1-12						0.0274780411273241	0.2737555706624367											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_852365_858496	6131	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0069570271298289	0.3690799909358713											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_1053296_1060855	7559	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0215607620775699	0.2895800287030742											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_1433964_1439141	5177	No		5	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1335207223892212	0.172293979907848											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_1974844_1981494	6650	No		5	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.727	0.16	0.073	0.485	0.667	0.727	dsDNAphage	0.0	40.0	0.0	2-6650	1-5						2.403927283012308e-05	0.7393874159679734											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_2101042_2110043	9001	No		5	0	5	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.0001867173123173	0.6195520809728832											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_2264866_2272443	7577	No		3	0	2	Not-determined	Genome-fragment			0.0	1.01	no viral genes detected																					0.475998193025589	0.0753266863056122											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_2717795_2726643	8848	No		11	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0098569206893444	0.3451544678601103											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_3039291_3048396	9105	No		7	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0108539005741477	0.33758214366644											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_3545218_3550830	5612	No		2	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.000110808883619	0.6523906639474281											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_3711758_3721115	9357	No		11	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0146814826875925	0.3159604199712969											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_4200758_4207625	6867	No		6	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0034906007349491	0.4190648840546869											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_4776054_4781211	5157	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					8.784489295976528e-07	0.8752926958229473											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_4890658_4895923	5265	No		5	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0005125413881614	0.5541581690460005											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_5721803_5731602	9799	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0851441100239753	0.1993919480323287											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_7087059_7093092	6033	No		7	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0344380363821983	0.2593096155298738											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_7260297_7266376	6079	No		2	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					4.775818069902016e-06	0.8136755041921595											0			0.0
NZ_CP092183.1_0-8421026:0-8421026_frag_7710749_7718108	7359	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0281432196497917	0.2721126973336354											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_9165_16718	7553	No		5	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2854921221733093	0.1232532668630561											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_119213_124432	5219	No		5	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2736074924468994	0.1262935267014125											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_536979_545176	8197	No		7	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.044282391667366	0.2422954905959664											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_1636903_1646638	9735	No		16	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0319144949316978	0.2638416798851877											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_1742940_1752153	9213	No		10	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0241358764469623	0.2822343077271697											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_2325519_2332809	7290	No		7	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0179492682218551	0.302232041694992											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_2976157_2984867	8710	No		10	0	8	Low-quality	Genome-fragment	14.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0265012234449386	0.2760593700430546											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_3054754_3063762	9008	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0069633377715945	0.3690422237329103											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_3085256_3094053	8797	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0525590777397155	0.2310219805121232											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_3344798_3352823	8025	No		7	0	6	Low-quality	Genome-fragment	1.14	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.1531482636928558	0.1633998036105446											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_3542456_3550527	8071	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0831279978156089	0.2010537049626104											0			0.0
NZ_CP092284.1_0-4762857:0-4762857_frag_4090877_4100283	9406	No		12	0	3	Low-quality	Genome-fragment	27.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0644277930259704	0.2176335070624669											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_202995_211956	8961	No		5	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0858774036169052	0.1988820907923559											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_353125_359200	6075	No		6	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0252393558621406	0.2793073494976962											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_402783_410628	7845	No		8	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0621898956596851	0.2203527456756552											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_769237_778603	9366	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0277889929711818	0.2729624594002568											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_1454362_1460322	5960	No		6	0	4	Low-quality	Genome-fragment	0.81	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0550693869590759	0.228227207493013											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_1853009_1861663	8654	No		11	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0174722075462341	0.3041770526474809											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_2469378_2478712	9334	No		11	0	8	Low-quality	Genome-fragment	5.32	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0291802808642387	0.2696011783367323											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_2802356_2810487	8131	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0234949812293052	0.2839527154618929											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_4132222_4139252	7030	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1180239021778106	0.1797530024926354											0			0.0
NZ_CP092333.1_0-5001887:0-5001887_frag_4589524_4597683	8159	No		4	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0675359368324279	0.2146687816300324											0			0.0
NZ_CP092360.1_0-508045:0-508045_frag_126381_136091	9710	No		9	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0491382777690887	0.2355351612659566											0			0.0
NZ_CP092360.1_0-508045:0-508045_frag_263633_271091	7458	No		11	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1367901712656021	0.1710287786086562											0			0.0
NZ_CP092360.1_2069803-2468801:0-398998_frag_71037_76861	5824	No		2	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0668879970908165	0.2153863584862905											0			0.0
NZ_CP092360.1_2069803-2468801:0-398998_frag_246821_256210	9389	No		9	0	7	Low-quality	Genome-fragment	3.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected																					0.1981893181800842	0.1473298587506609											0			0.0
NZ_CP092360.1_530211-935412:0-405201_frag_22242_31069	8827	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0342554822564125	0.25955510234912											0			0.0
NZ_CP092360.1_964048-1249859:0-285811_frag_119452_124569	5117	No		4	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0006904924521222	0.5343303874915024											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_434370_439387	5017	No		6	0	3	Not-determined	Genome-fragment			0.0	1.03	no viral genes detected																					0.0078884987160563	0.3606012538711383											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_789372_797828	8456	No		10	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0133870132267475	0.3221920084598534											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_842742_851703	8961	No		10	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0168234035372734	0.3068585240577083											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_1238500_1244166	5666	Yes	475.0	5	1	2	Low-quality	Genome-fragment	0.43	HMM-based (lower-bound)	91.62	1.0		fragment_1	1-475																			0.0047809453681111	0.3958380542337034											1	1-475	CheckV	0.9161666078362161
NZ_CP092365.1_0-3921563:0-3921563_frag_1808409_1814299	5890	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					1.5909765352262184e-05	0.7599705415816904											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_2322927_2329323	6396	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0060713808052241	0.3788239292997961											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_2677544_2683657	6113	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0001262145087821	0.6449694085656016											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_2778392_2786463	8071	No		8	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0112309521064162	0.3350895082710174											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_3329781_3338168	8387	No		9	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					6.806062447139993e-05	0.6815091774303195											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_3605673_3612597	6924	No		7	1	3	Low-quality	Genome-fragment	8.64	HMM-based (lower-bound)	0.0	1.0																						0.0047818589955568	0.3958380542337034											0			0.0
NZ_CP092365.1_0-3921563:0-3921563_frag_3650415_3659312	8897	No		7	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1080465242266655	0.1850026437042072											0			0.0
NZ_CP092441.1_0-1874466:0-1874466_frag_404395_412972	8577	No		7	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2634823024272918	0.1286728604879522											0			0.0
NZ_CP092441.1_1885068-2005934:0-120866_frag_33732_41659	7927	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected			full	0.153	0.013	0.647	0.0	0.113	0.647	NCLDV	0.0	57.1	14.3	2-7590	1-7						0.1491952985525131	0.1648727245260216											0			0.0
NZ_CP092441.1_1885068-2005934:0-120866_frag_41659_49940	8281	No		8	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3956129848957062	0.097571568849611											0			0.0
NZ_CP092441.1_2019207-3403101:0-1383894_frag_6495_12785	6290	No		8	4	0	Low-quality	Genome-fragment	13.66	AAI-based (medium-confidence)	0.0	1.0				full	0.987	0.047	0.1	0.0	0.16	0.987	dsDNAphage	2.0	50.0	12.5	3-6290	1-8	lytic				1.0	0.9855344891548156	0.008440969861772	No terminal repeats			8.0	11.0	2.0	6.0215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	0.9807		0			0.0
NZ_CP092441.1_2019207-3403101:0-1383894_frag_493178_502947	9769	No		10	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.7205883264541626	0.0313656620590679											0			0.0
NZ_CP092441.1_2019207-3403101:0-1383894_frag_522122_531239	9117	No		5	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.908668041229248	0.0170896593398292											0			0.0
NZ_CP092441.1_2019207-3403101:0-1383894_frag_773866_782673	8807	No		6	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4459162056446075	0.0845796510310446											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_93360_98534	5174	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1942910552024841	0.1486517108542941											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_311523_318798	7275	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3114512860774994	0.1165684719389682											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_356712_365433	8721	No		5	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.8803259134292603	0.0192046227056424											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_382616_389762	7146	No		6	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.4252614676952362	0.0904713346929526											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_602759_611916	9157	No		8	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.3584752678871155	0.1060691895158244											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_922376_929739	7363	No		7	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2840933799743652	0.1236120552911851											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_2504098_2513265	9167	No		8	1	0	Low-quality	Genome-fragment	2.81	AAI-based (high-confidence)	0.0	1.01				full	0.813	0.007	0.46	0.335	0.447	0.813	dsDNAphage	1.0	12.5	0.0	2-9167	1-8						0.4930750131607055	0.067716594908981	No terminal repeats			8.0	11.0	0.0	4.6999	Viruses;;;;;;	0.8509		0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_2658378_2667082	8704	No		9	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2594961524009704	0.1298247601782612											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3005710_3011407	5697	No		5	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0726820975542068	0.2100422992673162											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3046142_3053340	7198	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1172922626137733	0.1800929073192839											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3128084_3135569	7485	No		10	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0693534165620803	0.2130259083012312											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3518852_3524735	5883	No		1	0	0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.9621334671974182	0.0120855049475035											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3844634_3851860	7226	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.2061758637428283	0.1449505249641211											0			0.0
NZ_CP092487.1_0-4028615:0-4028615_frag_3960984_3969075	8091	No		10	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.073438286781311	0.2093058388095777											0			0.0
NZ_CP092635.1_0-703935:0-703935_frag_568213_574022	5809	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0290622860193252	0.2698466651559785											0			0.0
NZ_CP092635.1_1309773-1973619:0-663846_frag_477607_486706	9099	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0777626782655716	0.2055668857164438											0			0.0
NZ_CP092635.1_1309773-1973619:0-663846_frag_541305_550018	8713	No		8	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0358650721609592	0.2568169801344512											0			0.0
NZ_CP092635.1_1309773-1973619:0-663846_frag_550018_555037	5019	No		6	0	3	Low-quality	Genome-fragment	8.08	AAI-based (high-confidence)	0.0	1.0	no viral genes detected																					0.4011082947254181	0.0963252511518996											0			0.0
NZ_CP092635.1_2077802-3209839:0-1132037_frag_1002255_1009898	7643	No		7	0	3	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0851490274071693	0.1993919480323287											0			0.0
NZ_CP092635.1_2077802-3209839:0-1132037_frag_1058868_1067765	8897	No		10	0	8	Low-quality	Genome-fragment	26.09	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.0268275029957294	0.2752851423823552											0			0.0
NZ_CP092635.1_3653814-4388081:0-734267_frag_288705_296670	7965	No		9	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1466077119112014	0.1662512274340962											0			0.0
NZ_CP092635.1_3653814-4388081:0-734267_frag_690050_698579	8529	No		8	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0266729593276977	0.2756250472090037											0			0.0
NZ_CP092635.1_4399991-5350777:0-950786_frag_125672_133052	7380	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0234828740358352	0.2840093662663343											0			0.0
NZ_CP092635.1_4399991-5350777:0-950786_frag_169645_177658	8013	No		12	1	5	Low-quality	Genome-fragment	12.72	HMM-based (lower-bound)	0.0	1.0																						0.0658110827207565	0.2165004909736385											0			0.0
NZ_CP092635.1_4399991-5350777:0-950786_frag_400296_409788	9492	No		7	0	6	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1314717084169387	0.1731626255759498											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_15623_21268	5645	No		4	0	4	Low-quality	Genome-fragment	6.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.1182187497615814	0.1795830500793111											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_184582_191178	6596	No		8	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0713395699858665	0.2113830349724299											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_191178_196199	5021	No		4	0	2	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0053196544758975	0.3883223808444747											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_356480_362875	6395	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0958913415670394	0.192159528665307											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_480419_485989	5570	No		4	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0034303455613553	0.4202545509479568											0			0.0
NZ_CP092635.1_728403-1278594:0-550191_frag_518344_528303	9959	No		16	1	3	Low-quality	Genome-fragment	4.03	HMM-based (lower-bound)	0.0	1.0																						0.3211835920810699	0.1142080217539089											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_511586_518341	6755	No		6	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0395635105669498	0.2499055819925976											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_816104_821706	5602	No		4	0	1	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0357409603893756	0.257005816149256											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_840299_847742	7443	No		7	0	5	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1679082810878753	0.1579802099856484											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_884312_889935	5623	No		8	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0273166187107563	0.2740765918876048											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_1149705_1156618	6913	No		7	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.1130754873156547	0.1820190346702923											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_1275488_1283465	7977	No		13	0	10	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0459266640245914	0.2401805272301533											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_1603867_1608894	5027	No		5	0	4	Low-quality	Genome-fragment	1.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected																					0.076769545674324	0.2061900445652995											0			0.0
NZ_CP092689.1_0-3207837:0-3207837_frag_2883534_2891367	7833	No		9	0	7	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.071619838476181	0.2110053629428204											0			0.0
NZ_CP092689.1_3230069-3309710:0-79641_frag_73228_78422	5194	No		6	0	4	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0396677106618881	0.2497733967822343											0			0.0
NZ_CP092734.1_0-822688:0-822688_frag_469515_476475	6960	No		5	0	4	Not-determined	Genome-fragment			0.0	1.02	no viral genes detected																					0.0432577542960643	0.2443160359543772											0			0.0
NZ_CP092734.1_0-822688:0-822688_frag_795670_805039	9369	No		9	0	8	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected																					0.0287925526499748	0.2704320568018732											0			0.0
NZ_CP092734.1_824976-847298:0-22322_frag_6534_12909	6375	Yes	2469.0	10	1	2	Low-quality	Genome-fragment	6.06	HMM-based (lower-bound)	61.27	1.04		fragment_1	1-2469																			0.1543903201818466	0.1630410151824156											1	1-2469	CheckV	0.6127058823529412
